shipper_name,recipient_name,count
C11-0000314-LIC (Med For America Inc.),"C10-0000685-LIC (ORGANIC CHOICE, A CA COMMERCIAL CANNABIS ASSOCIATION)",61
C11-0000314-LIC (Med For America Inc.),"C10-0000686-LIC (BOUTIQUE CULTIVATORS, A CA COMMERCIAL CANNABIS ASSOCIATION)",67
C11-0000314-LIC (Med For America Inc.),"C10-0000691-LIC (Empire Marijuana, LLC)",27
C11-0000314-LIC (Med For America Inc.),"C10-0000691-LIC (EMPIRE MARIJUANA, LLC)",1
C11-0000314-LIC (Med For America Inc.),C10-0000692-LIC (AMG DYNAMIC ENTERPRISES INC),1
C11-0000314-LIC (Med For America Inc.),"C10-0000697-LIC (FREEDOM 1ST ASSOCIATION, INC.)",38
C11-0000314-LIC (Med For America Inc.),C10-0000701-LIC (ASH'S FIRST LLC),29
C11-0000314-LIC (Med For America Inc.),"C10-0000712-LIC (HERBAL PAIN RELIEF CENTER, INC.)",33
C11-0000314-LIC (Med For America Inc.),"C10-0000714-LIC (I.E. GARDENS I, INC.)",23
C11-0000314-LIC (Med For America Inc.),"C10-0000716-LIC (DBO INVESTMENTS LB, LLC)",8
C11-0000314-LIC (Med For America Inc.),C10-0000717-LIC (Elemental Holistic Care Corp.),18
C11-0000314-LIC (Med For America Inc.),"C10-0000719-LIC (SEAWEED HOLISTICS, LLC)",29
C11-0000314-LIC (Med For America Inc.),"C10-0000724-LIC (GREEN CATALYST ENTERPRISES, INC.)",30
C11-0000314-LIC (Med For America Inc.),"C10-0000728-LIC (MOM SLO, LLC)",8
C11-0000314-LIC (Med For America Inc.),C10-0000729-LIC (AREA 29 LLC),49
C11-0000314-LIC (Med For America Inc.),"C10-0000730-LIC (BRYANT WELLNESS PARTNERS, INC)",5
C11-0000314-LIC (Med For America Inc.),"C10-0000732-LIC (NMG LONG BEACH, LLC)",54
C11-0000314-LIC (Med For America Inc.),"C10-0000733-LIC (Fire House Turlock, Inc.)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000734-LIC (NHC LEMOORE, LLC)",44
C11-0000314-LIC (Med For America Inc.),C10-0000739-LIC (PURE ALOHA),22
C11-0000314-LIC (Med For America Inc.),C10-0000742-LIC (JIVA SBD LLC),26
C11-0000314-LIC (Med For America Inc.),C10-0000743-LIC (Hayward Station),21
C11-0000314-LIC (Med For America Inc.),"C10-0000746-LIC (VISTA PROPERTY HOLDINGS, LLC)",33
C11-0000314-LIC (Med For America Inc.),C10-0000751-LIC (TAHOE GREEN LLC),41
C11-0000314-LIC (Med For America Inc.),C10-0000754-LIC (E7 RIO DELL LLC),2
C11-0000314-LIC (Med For America Inc.),"C10-0000757-LIC (MISSION ORGANICS, A CA COMMERCIAL CANNABIS ASSOCIATION)",21
C11-0000314-LIC (Med For America Inc.),C10-0000758-LIC (C&C Wellness Center),2
C11-0000314-LIC (Med For America Inc.),C10-0000760-LIC (BLAZED UTOPIA LLC),49
C11-0000314-LIC (Med For America Inc.),"C10-0000761-LIC (Varda, Inc.)",3
C11-0000314-LIC (Med For America Inc.),"C10-0000763-LIC (7 STARS HOLISTIC FOUNDATION, INC.)",1
C11-0000314-LIC (Med For America Inc.),C10-0000765-LIC (HIGHER POINT CANNABIS),8
C11-0000314-LIC (Med For America Inc.),"C10-0000766-LIC (BLACK SUN MEDICINALS, INC.)",31
C11-0000314-LIC (Med For America Inc.),C10-0000767-LIC (HOLLAND PHARMS INC.),24
C11-0000314-LIC (Med For America Inc.),C10-0000769-LIC (RIVERSIDE COUNTY DISPENSARY AND DELIVERY INC),4
C11-0000314-LIC (Med For America Inc.),C10-0000771-LIC (HILLSIDE HOLISTIC),19
C11-0000314-LIC (Med For America Inc.),"C10-0000772-LIC (GREEN SQUARE, INC.)",2
C11-0000314-LIC (Med For America Inc.),"C10-0000773-LIC (Royalbis, LLC)",5
C11-0000314-LIC (Med For America Inc.),"C10-0000778-LIC (CITY HEIGHTS GREENS, INC.)",21
C11-0000314-LIC (Med For America Inc.),"C10-0000779-LIC (HARVEST CORNER, LLC)",35
C11-0000314-LIC (Med For America Inc.),C10-0000782-LIC (DRO LEGACY INC),1
C11-0000314-LIC (Med For America Inc.),"C10-0000783-LIC (J STREET SOLUTIONS, LLC)",38
C11-0000314-LIC (Med For America Inc.),C10-0000785-LIC (SUNSET BUSINESS SOLUTIONS INCORPORATED),5
C11-0000314-LIC (Med For America Inc.),"C10-0000787-LIC (Integral Associates Dena, LLC)",1
C11-0000314-LIC (Med For America Inc.),"C10-0000790-LIC (PCH RETAIL PARTNER II, LLC)",21
C11-0000314-LIC (Med For America Inc.),"C10-0000795-LIC (R&B DISPENSARY, INC.)",5
C11-0000314-LIC (Med For America Inc.),"C10-0000797-LIC (NHC-MB, LLC)",19
C11-0000314-LIC (Med For America Inc.),C10-0000800-LIC (HANFORD ERUDITE),3
C11-0000314-LIC (Med For America Inc.),C10-0000808-LIC (North Hills Society LLC),6
C11-0000314-LIC (Med For America Inc.),C10-0000813-LIC (THREE HABITAT CONSULTING STORKE LLC),1
C11-0000314-LIC (Med For America Inc.),"C10-0000815-LIC (SANTA ANA VENTURES, INC.)",4
C11-0000314-LIC (Med For America Inc.),"C10-0000819-LIC (REVO GROUP, LLC)",2
C11-0000314-LIC (Med For America Inc.),"C10-0000822-LIC (LOMPOC GREEN, INC.)",3
C11-0000314-LIC (Med For America Inc.),"C10-0000828-LIC (314 La Brea, LLC)",3
C11-0000314-LIC (Med For America Inc.),C10-0000846-LIC (ECWC PARTNERS INC),2
C11-0000314-LIC (Med For America Inc.),"C11-0000067-LIC (SAN JAC MANAGEMENT, LLC)",1
C11-0000314-LIC (Med For America Inc.),"C11-0000100-LIC (NORTH HOLLYWOOD COMPASSIONATE CAREGIVERS, INC.)",30
C11-0000314-LIC (Med For America Inc.),C11-0000130-LIC (KUSHCO DISTRIBUTION INC.),9
C11-0000314-LIC (Med For America Inc.),"C11-0000179-LIC (NORTHRIDGE CAREGIVERS CO-OP, INC.)",18
C11-0000314-LIC (Med For America Inc.),C11-0000213-LIC (WONDERLAND OASIS INC),38
C11-0000314-LIC (Med For America Inc.),C11-0000265-LIC (Crown Genetics LLC),3
C11-0000314-LIC (Med For America Inc.),C11-0000308-LIC (CMCD CONSULTING LLC),1
C11-0000314-LIC (Med For America Inc.),"C11-0000353-LIC (PACAFI, INC)",257
C11-0000314-LIC (Med For America Inc.),C11-0000394-LIC (Pacific West Distributors),1
C11-0000314-LIC (Med For America Inc.),"C11-0000442-LIC (WILD WEST INDUSTRIES, INC.)",42
C11-0000314-LIC (Med For America Inc.),"C11-0000571-LIC (THE LITTLE COTTAGE CAREGIVERS, LLC)",2
C11-0000314-LIC (Med For America Inc.),C11-0000612-LIC (JAYNE HEALTH LLC),23
C11-0000314-LIC (Med For America Inc.),C11-0000635-LIC (ADVANCED PATIENTS COLLECTIVE),2
C11-0000314-LIC (Med For America Inc.),"C11-0000672-LIC (HOLISTIC PAIN RELIEF, LLC)",14
C11-0000314-LIC (Med For America Inc.),"C11-0000678-LIC (ULBP, Inc.)",34
C11-0000314-LIC (Med For America Inc.),"C11-0000714-LIC (GRIZZLY PEAK FARMS, LLC)",1
C11-0000314-LIC (Med For America Inc.),C11-0000721-LIC (RDC COLLECTIVE CORP.),66
C11-0000314-LIC (Med For America Inc.),C11-0000807-LIC (MOVOCAN),9
C11-0000314-LIC (Med For America Inc.),C11-0000814-LIC (AARDVARKS TRADING POST),8
C11-0000314-LIC (Med For America Inc.),"C11-0000855-LIC (GHC VENTURES, LLC)",4
C11-0000314-LIC (Med For America Inc.),C11-0000904-LIC (BLUE TREE MEDICAL),6
C11-0000314-LIC (Med For America Inc.),"C11-0000904-LIC (BLUE TREE MEDICAL, LLC)",3
C11-0000314-LIC (Med For America Inc.),"C11-0000922-LIC (NC4 SYSTEMS, INC.)",3
C11-0000314-LIC (Med For America Inc.),C11-0000924-LIC (HIGHER PURPOSE DISTRIBUTION LLC),23
C11-0000314-LIC (Med For America Inc.),"C11-0000955-LIC (Summit Manufacturing, LLC)",23
C11-0000314-LIC (Med For America Inc.),"C11-0000968-LIC (NATURE'S NATURAL CARE, INC.)",2
C11-0000314-LIC (Med For America Inc.),C11-0001011-LIC (OGC SYSTEMS INC),59
C11-0000314-LIC (Med For America Inc.),C11-0001016-LIC (WALNUT LLC),2
C11-0000314-LIC (Med For America Inc.),"C11-0001071-LIC (KDM HOLDINGS, LLC)",231
C11-0000314-LIC (Med For America Inc.),"C11-0001076-LIC (URBAN BUDS, LLC)",6
C11-0000314-LIC (Med For America Inc.),C11-0001107-LIC (MDS BUSINESS SERVICES LLC),16
C11-0000314-LIC (Med For America Inc.),"C11-0001162-LIC (THREE GREENS COLLECTIVE, LLC.)",15
C11-0000314-LIC (Med For America Inc.),C11-0001231-LIC (BLOOM NETWORK),5
C11-0000314-LIC (Med For America Inc.),C11-0001267-LIC (Commerce on Demand LLC),5
C11-0000314-LIC (Med For America Inc.),"C12-0000002-LIC (TAHOE WELLNESS CENTER, INC.)",10
C11-0000314-LIC (Med For America Inc.),C12-0000009-LIC (HOLISTIC ALTERNATIVE INC. #57/D),16
C11-0000314-LIC (Med For America Inc.),C12-0000010-LIC (UNITED HEALTH & CARE CENTER),13
C11-0000314-LIC (Med For America Inc.),C12-0000017-LIC (CHRONIC PAIN RELEAF CENTER),7
C11-0000314-LIC (Med For America Inc.),"C12-0000017-LIC (CHRONIC PAIN RELEAF CENTER, A CALIFORNIA NON-PROFIT MUTUAL BENEFIT CORPORATION)",7
C11-0000314-LIC (Med For America Inc.),"C12-0000039-LIC (VALLEY HERBAL HEALING CENTER, INC.)",13
C11-0000314-LIC (Med For America Inc.),C12-0000040-LIC (IGUANA COLLECTIVE),6
C11-0000314-LIC (Med For America Inc.),C12-0000049-LIC (CORNERSTONE HEALTH AND WELLNESS),17
C11-0000314-LIC (Med For America Inc.),"C12-0000055-LIC (SUN VALLEY CAREGIVERS, INC.)",57
C11-0000314-LIC (Med For America Inc.),"C12-0000060-LIC (THE LOS ANGELES INDUSTRY, INC.)",32
C11-0000314-LIC (Med For America Inc.),"C12-0000064-LIC (WEST VALLEY PATIENTS CENTER, INC.)",32
C11-0000314-LIC (Med For America Inc.),C12-0000080-LIC (ZEN MEDICAL GARDEN CORPORATION),34
C11-0000314-LIC (Med For America Inc.),"C12-0000081-LIC (GREEN CROSS PHARMA, INC.)",5
C11-0000314-LIC (Med For America Inc.),C12-0000087-LIC (California's Choice Collective),13
C11-0000314-LIC (Med For America Inc.),"C12-0000087-LIC (CALIFORNIA'S CHOICE COLLECTIVE, INC.)",2
C11-0000314-LIC (Med For America Inc.),C12-0000091-LIC (DOWNWIND 27 INC.),4
C11-0000314-LIC (Med For America Inc.),"C12-0000091-LIC (DOWNWIND 27, INC.)",11
C11-0000314-LIC (Med For America Inc.),C12-0000092-LIC (DADDY’S PIPES INC),7
C11-0000314-LIC (Med For America Inc.),C12-0000097-LIC (MMR CENTER INC),38
C11-0000314-LIC (Med For America Inc.),C12-0000106-LIC (COMPASSION UNION INC.),5
C11-0000314-LIC (Med For America Inc.),"C12-0000106-LIC (COMPASSION UNION, INC.)",20
C11-0000314-LIC (Med For America Inc.),C12-0000107-LIC (AMENTA SYSTEMS RESEARCH AND DEVELOPMENT LLC),1
C11-0000314-LIC (Med For America Inc.),C12-0000119-LIC (Palm Desert Melanie Place Industrial LLC),33
C11-0000314-LIC (Med For America Inc.),"C12-0000120-LIC (PLATINUM CLUB, INC.)",31
C11-0000314-LIC (Med For America Inc.),"C12-0000132-LIC (ABYZ, LLC)",1
C11-0000314-LIC (Med For America Inc.),C12-0000136-LIC (SANTA BARBARA CARE CENTER),3
C11-0000314-LIC (Med For America Inc.),"C12-0000138-LIC (LUCRUM ENTERPRISES, INC.)",3
C11-0000314-LIC (Med For America Inc.),C12-0000146-LIC (CALVIN FRYE),23
C11-0000314-LIC (Med For America Inc.),C12-0000164-LIC (SOUTHWEST CAREGIVERS INC.),30
C11-0000314-LIC (Med For America Inc.),"C12-0000167-LIC (CAPS APOTHECARY, INC.)",26
C11-0000314-LIC (Med For America Inc.),C12-0000185-LIC (SONOMA CHO),1
C11-0000314-LIC (Med For America Inc.),C12-0000204-LIC (Desert's Finest),22
C11-0000314-LIC (Med For America Inc.),"C12-0000216-LIC (Caliva CAMISJ2, Inc)",11
C11-0000314-LIC (Med For America Inc.),C12-0000218-LIC (DESERT HOT SPRINGS WELLNESS SERVICES),1
C11-0000314-LIC (Med For America Inc.),C12-0000218-LIC (null null),1
C11-0000314-LIC (Med For America Inc.),"C12-0000218-LIC (THE MICRO BUDDERY, INC.)",28
C11-0000314-LIC (Med For America Inc.),"C12-0000219-LIC (BTD, INC.)",13
C11-0000314-LIC (Med For America Inc.),"C12-0000223-LIC (RED MOON, INC.)",28
C11-0000314-LIC (Med For America Inc.),C12-0000224-LIC (HOTN CLUB),23
C11-0000314-LIC (Med For America Inc.),C12-0000233-LIC (MAYWOOD L' CHAIM),8
C11-0000314-LIC (Med For America Inc.),"C12-0000237-LIC (BW MACAW GROUP, INC.)",1
C11-0000314-LIC (Med For America Inc.),"C12-0000238-LIC (SINSEMILLA INDO GROUP, INC.)",22
C11-0000314-LIC (Med For America Inc.),"C12-0000243-LIC (GREEN DRAGON CAREGIVERS, INC.)",60
C11-0000314-LIC (Med For America Inc.),"C12-0000246-LIC (The Reefinery, Inc.)",16
C11-0000314-LIC (Med For America Inc.),C12-0000247-LIC (PROGRESSIVE HORIZON INC),28
C11-0000314-LIC (Med For America Inc.),"C12-0000250-LIC (HERBAL RELIEF CAREGIVERS, INC)",35
C11-0000314-LIC (Med For America Inc.),C12-0000259-LIC (HERBAL SOLUTIONS PRE ICO),17
C11-0000314-LIC (Med For America Inc.),"C12-0000260-LIC (COACHELLA SC, LLC)",60
C11-0000314-LIC (Med For America Inc.),"C12-0000266-LIC (WESTSIDE CAREGIVERS CLUB, INC.)",1
C11-0000314-LIC (Med For America Inc.),C12-0000271-LIC (CANNACO RESEARCH CORP.),18
C11-0000314-LIC (Med For America Inc.),C12-0000271-LIC (CANNACO RESEARCH CORPORATION),29
C11-0000314-LIC (Med For America Inc.),C12-0000279-LIC (CONTRA COSTA FARMS LLC),1
C11-0000314-LIC (Med For America Inc.),C12-0000290-LIC (SOUTHERN CALIFORNIA ORGANIC TREATMENT),4
C11-0000314-LIC (Med For America Inc.),"C12-0000301-LIC (PANACEA FARMS MV, LLC)",1
C11-0000314-LIC (Med For America Inc.),C12-0000311-LIC (KIND GROUP VENTURES LLC),29
C11-0000314-LIC (Med For America Inc.),C12-0000332-LIC (2018HMPF LLC),11
C11-0000314-LIC (Med For America Inc.),C12-0000334-LIC (CHAD Enterprises LLC),10
C11-0000314-LIC (Med For America Inc.),"C12-0000337-LIC (Moval Marijuana, LLC)",21
C11-0000314-LIC (Med For America Inc.),C12-0000342-LIC (PRETTY CANNABIS CO),1
C11-0000314-LIC (Med For America Inc.),"C8-0000016-LIC (LANDAU LABORATORIES, INC.)",170
C11-0000314-LIC (Med For America Inc.),C8-0000024-LIC (NIVA LABS LLC),10
C11-0000314-LIC (Med For America Inc.),"C8-0000037-LIC (EARTH LABS, LLC)",1
C11-0000314-LIC (Med For America Inc.),"C9-0000002-LIC (VALLEY GREEN RUSH, INC.)",2
C11-0000314-LIC (Med For America Inc.),C9-0000015-LIC (GJ COMPANY LLC),3
C11-0000314-LIC (Med For America Inc.),C9-0000016-LIC (DUBS GREEN GARDEN),2
C11-0000314-LIC (Med For America Inc.),"C9-0000025-LIC (Ivy Alley, LLC)",1
C11-0000314-LIC (Med For America Inc.),C9-0000033-LIC (NATURAL PLANT EXTRACT OF CALIFORNIA),3
C11-0000314-LIC (Med For America Inc.),C9-0000036-LIC (HERBIN COLLECTIVE OAKLAND),8
C11-0000314-LIC (Med For America Inc.),C9-0000059-LIC (BAY CARE DELIVERY COOPERATIVE INC),22
C11-0000314-LIC (Med For America Inc.),"C9-0000083-LIC (NORCAL DELIVERY SOLUTIONS, LLC)",5
C11-0000314-LIC (Med For America Inc.),C9-0000090-LIC (MIDNA INC),10
C11-0000314-LIC (Med For America Inc.),"C9-0000094-LIC (URBAN BUDS, LLC)",2
C11-0000314-LIC (Med For America Inc.),"C9-0000095-LIC (PENINSULA DELIVERY SOLUTIONS, LLC)",7
C11-0000314-LIC (Med For America Inc.),C9-0000099-LIC (GREEN SCORPION ORGANICS COMPANY),6
C11-0000314-LIC (Med For America Inc.),C9-0000102-LIC (CANNABLE LLC),27
C11-0000314-LIC (Med For America Inc.),"C9-0000103-LIC (MAGNOLIA EXTRACTS, LLC)",6
C11-0000314-LIC (Med For America Inc.),"C9-0000128-LIC (GE UNITED TECHNOLOGIES, LLC)",18
C11-0000314-LIC (Med For America Inc.),C9-0000199-LIC (SF BAY DOJO LLC),4
C11-0000314-LIC (Med For America Inc.),"C9-0000204-LIC (WHOLESOME DELIVERY, INC.)",10
C11-0000314-LIC (Med For America Inc.),C9-0000241-LIC (IRIE CARE LLC),14
C11-0000314-LIC (Med For America Inc.),"C9-0000245-LIC (THE SOURCE SLO, INC.)",10
C11-0000314-LIC (Med For America Inc.),C9-0000263-LIC (NCC BRISBANE LLC),5
C11-0000314-LIC (Med For America Inc.),C9-0000276-LIC (GILBERT STREET UNIT 2 LLC),1
C11-0000314-LIC (Med For America Inc.),C9-0000293-LIC (GENCAN),5
C11-0000314-LIC (Med For America Inc.),C9-0000297-LIC (NORTHERN ERUDITE VENTURES),1
C11-0000314-LIC (Med For America Inc.),C9-0000300-LIC (MedLeaf LLC),3
C11-0000314-LIC (Med For America Inc.),"C9-0000304-LIC (COASTAL DELIVERY SLO, LLC)",1
C11-0000314-LIC (Med For America Inc.),C9-0000323-LIC (MAKE YOUR MARK SF INC),6
C11-0000314-LIC (Med For America Inc.),"C9-0000348-LIC (CALIMED MANAGEMENT GROUP, LLC)",12
C11-0000314-LIC (Med For America Inc.),"C9-0000380-LIC (GRASSHOPPER DELIVERY, LLC)",13
C11-0000314-LIC (Med For America Inc.),C9-0000384-LIC (OPTIMAL BUSINESS VENTURES LLC),4
C11-0000314-LIC (Med For America Inc.),"C9-0000402-LIC (GE UNITED TECHNOLOGIES II, INC.)",3
C11-0000314-LIC (Med For America Inc.),"C9-0000413-LIC (Lynwood Roads Delivery, LLC)",4
C11-0000314-LIC (Med For America Inc.),C9-0000417-LIC (GREEN SCORPION ORGANICS COMPANY),4
C11-0000314-LIC (Med For America Inc.),"C9-0000426-LIC (PCH RETAIL PARTNERS III, LLC)",2
C11-0000314-LIC (Med For America Inc.),"CCL18-0001154 (CP1 Supply Systems, Inc)",3
C11-0000314-LIC (Med For America Inc.),"CDPH-10001886 (BPX, LLC)",1
C11-0000314-LIC (Med For America Inc.),"CDPH-10003525 (Med For America, Inc.)",88
C11-0000315-LIC (CANNAFUSIONS),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",4
C11-0000315-LIC (CANNAFUSIONS),CDPH-10003462 (Baldwin Park TALE Corporation),1
"C11-0000317-LIC (BOO KU CC, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",4
"C11-0000319-LIC (LONG BEACH DISTRIBUTION SOLUTIONS, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
"C11-0000320-LIC (PURE VAPE, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",5
"C11-0000320-LIC (PURE VAPE, INC.)",C11-0000314-LIC (Med For America Inc.),1
C11-0000335-LIC (GB2 LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",2
C11-0000335-LIC (GB2 LLC),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),5
"C11-0000337-LIC (ASV EQ 1, LLC)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",10
"C11-0000340-LIC (GARDEN OF WEEDEN, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",19
"C11-0000340-LIC (GARDEN OF WEEDEN, INC.)",C11-0000834-LIC (KORBEN LABS LLC),3
"C11-0000340-LIC (GARDEN OF WEEDEN, INC.)",C11-0001267-LIC (Commerce on Demand LLC),2
C11-0000349-LIC (MISSION HILLS PATIENTS COLLECTIVE),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",17
C11-0000349-LIC (MISSION HILLS PATIENTS COLLECTIVE),C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),5
C11-0000349-LIC (MISSION HILLS PATIENTS COLLECTIVE),C11-0001267-LIC (Commerce on Demand LLC),1
"C11-0000353-LIC (PACAFI, INC)",C11-0000314-LIC (Med For America Inc.),2
"C11-0000357-LIC (VALLEY HOLISTIC CAREGIVERS, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0000367-LIC (MAR SR LLC),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",1
C11-0000368-LIC (PERFECT KUSH COOPERATIVE CORPORATION),C11-0000156-LIC (HTC SOLUTIONS INC.),1
C11-0000369-LIC (LB ATLANTIS),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",5
"C11-0000370-LIC (SALINAS SPENCE ROAD CARE, INC.)",CDPH-10003462 (Baldwin Park TALE Corporation),3
"C11-0000385-LIC (ANAT GROUP, INC.)","C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",14
"C11-0000385-LIC (ANAT GROUP, INC.)",C10-0000596-LIC (ROYAL APOTHECARY L.L.C.),4
"C11-0000385-LIC (ANAT GROUP, INC.)",CDPH-10003462 (Baldwin Park TALE Corporation),1
"C11-0000408-LIC (MAGNOLIA EXTRACTS, LLC)",CDPH-10003462 (Baldwin Park TALE Corporation),1
C11-0000420-LIC (LMG LOGISTICS INC.),"C10-0000064-LIC (HUENEME PATIENT CONSUMER COLLECTIVE, LLC.)",9
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000007-LIC (BLUE MOUNTAIN COLLECTIVE, INC.)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000009-LIC (HORIZON NONPROFIT COLLECTIVE),5
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000010-LIC (ALTERNATIVES, A HEALTH COLLECTIVE)",7
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000012-LIC (US BLOOM Inc.),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000017-LIC (NORTHEASTERN MANAGEMENT INC),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000021-LIC (DELTA HEALTH & WELLNESS, INC.)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000022-LIC (CALI KOSHER, INC)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000036-LIC (SUNDIAL COLLECTIVE),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000149-LIC (HIGHER LEVEL OF CARE),2
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000153-LIC (G.S.H.L.E., INC.)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000172-LIC (CALWAVE ENTERPRISES, INC.)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000186-LIC (Alpine Alternative Naturopathic),6
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000188-LIC (GOLDEN HEALTH & WELLNESS),12
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000261-LIC (VHHC LLC),7
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000263-LIC (SEPTEM COMA INC.),9
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000266-LIC (KIND FARMA),9
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000284-LIC (PORT CITY ALTERNATIVE OF STOCKTON INC.),4
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000289-LIC (CURBSTONE EXCHANGE LLC),2
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000291-LIC (ALTERNATIVE MEDICAL CENTER),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000317-LIC (VALLEY HEALTH OPTIONS COLLECTIVE, INC.)",6
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000325-LIC (CHAI CANNABIS CO),3
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000327-LIC (Green Bean Pharm LLC),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000349-LIC (SAFE ACCESSIBLE SOLUTIONS),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000351-LIC (SACRAMENTO COMMERCIAL SERVICES),10
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000366-LIC (MERCED BUSINESS VENTURES),2
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000375-LIC (GREEN GOLD CULTIVATORS, INC.)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000377-LIC (HILLTOP COMMUNITY PARTNERS, LLC)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000435-LIC (SAN JOSE WELLNESS),2
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000463-LIC (PATIENTS MUTUAL ASSISTANCE COLLECTIVE CORPORATION),4
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000467-LIC (GREEN DOOR REDDING LLC),7
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000475-LIC (EVR MANAGERS LLC),4
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000479-LIC (DSWC, INC.)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000493-LIC (The Boulevard and Company, Inc.)",2
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000508-LIC (COMMUNITY HEALTH SOLUTIONS),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000527-LIC (ACCESS BRYANT SPC),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000534-LIC (DAVISVILLE BUSINESS ENTERPRISES, INC.)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000539-LIC (SEVENTY SECOND STREET),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000574-LIC (GREENSTONE BIOMASS RESEARCH P.O.D),3
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000579-LIC (BLUNTS AND MOORE, LLC)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000601-LIC (THREE HABITAT CONSULTING ATWATER LLC),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000608-LIC (TOKEN FARMS INC.),1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000628-LIC (THREE HABITAT CONSULTING MONTEREY, LLC)",2
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000648-LIC (THREE HABITAT CONSULTING ANTIOCH, LLC)",1
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",C10-0000655-LIC (Infinity Assets Merced LLC),3
"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)","C10-0000672-LIC (Eagle Eye, LLC)",10
