shipper_name,recipient_name,count
"CCL19-0005189 (WWCMC, Inc)",C11-0000156-LIC (HTC SOLUTIONS INC.),3
"CCL19-0005288 (Greenleaf Processors, Inc.)","CDPH-10002016 (Greenleaf Processors, Inc.)",17
CCL19-0005413 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),17
CCL19-0005414 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),17
CCL19-0005415 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),17
CCL19-0005417 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),10
CCL19-0005418 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),12
CCL19-0005419 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),20
CCL19-0005420 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),13
CCL19-0005421 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),16
CCL19-0005422 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),13
CCL19-0005423 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),16
CCL19-0005424 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),9
CCL19-0005425 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),8
"CCL19-0005525 (ELEVEN 23 GROUP, LLC)",C11-0000156-LIC (HTC SOLUTIONS INC.),1
CCL19-0005578 (Panoramic Management & Consulting Inc),"CDPH-10003556 (WTO Essentials, Inc)",2
"CCL20-0000123 (LA Wonderland Caregivers, Inc.)",CDPH-10003462 (Baldwin Park TALE Corporation),1
"CCL20-0000467 (Primetime Farms, Inc.)",C11-0000314-LIC (Med For America Inc.),7
"CCL20-0000554 (Stack View Farms, Inc.)",C11-0000156-LIC (HTC SOLUTIONS INC.),1
CCL20-0000763 (Penne LLC),C11-0000834-LIC (KORBEN LABS LLC),2
CCL20-0000774 (Spaghetti LLC),C11-0000834-LIC (KORBEN LABS LLC),1
CCL20-0000776 (Rigatoni LLC),C11-0000834-LIC (KORBEN LABS LLC),1
CCL20-0000777 (Farfalle LLC),C11-0000834-LIC (KORBEN LABS LLC),1
CCL20-0001621 (TSBC Ranch),"CDPH-10003556 (WTO Essentials, Inc)",1
CCL20-0001862 (Work Right Building LLC),"CDPH-10003556 (WTO Essentials, Inc)",1
CCL20-0001963 (GENETIXS LLC),"CDPH-10003525 (Med For America, Inc.)",1
CCL20-0002085 (Green Sprouts LLC),CCL18-0003249 (Ladybug Farms LLC),9
CCL20-0002086 (Green Sprouts LLC),CCL18-0003249 (Ladybug Farms LLC),7
CCL20-0002087 (Green Sprouts LLC),CCL18-0003249 (Ladybug Farms LLC),8
CCL20-0002088 (Green Sprouts LLC),CCL18-0003249 (Ladybug Farms LLC),7
CCL20-0002267 (Sunol3C Inc),CCL19-0000362 (HTC Solutions),1
CCL20-0002362 (Alkhemist LLC),C11-0000156-LIC (HTC SOLUTIONS INC.),1
CCL21-0000024 (Coachella Valley Growers Inc),"C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",1
CCL21-0000121 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),11
CCL21-0000122 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),7
CCL21-0000123 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),11
CCL21-0000124 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),13
CCL21-0000125 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),10
CCL21-0000126 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),5
CCL21-0000128 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),4
CCL21-0000129 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),4
CCL21-0000130 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),3
CCL21-0000131 (Ladybug Farms LLC),CCL18-0003249 (Ladybug Farms LLC),2
"CDPH-10001174 (G1 Perez, LLC)",CDPH-10003462 (Baldwin Park TALE Corporation),1
"CDPH-10001887 (CSPA Group, Inc.)",C11-0000314-LIC (Med For America Inc.),3
"CDPH-10001887 (CSPA Group, Inc.)","CDPH-10003525 (Med For America, Inc.)",4
CDPH-10001892 (Utopia Manufacturing),"CDPH-10003556 (WTO Essentials, Inc)",1
"CDPH-10001988 (Wildseed, LLC)",CDPH-10003462 (Baldwin Park TALE Corporation),1
"CDPH-10002016 (Greenleaf Processors, Inc.)","C11-0000425-LIC (GREENLEAF PROCESSORS, INC.)",2
"CDPH-10002061 (SOCAL LABS, L.L.C.)",C11-0001267-LIC (Commerce on Demand LLC),1
"CDPH-10002061 (SOCAL LABS, L.L.C.)","CDPH-10003556 (WTO Essentials, Inc)",1
"CDPH-10002262 (The Oil Plant, Inc)","CDPH-10003556 (WTO Essentials, Inc)",5
CDPH-10002266 (CL Aromatherapy),"CDPH-10003556 (WTO Essentials, Inc)",2
"CDPH-10002330 (Thinc Cubed, LLC)","CDPH-10003556 (WTO Essentials, Inc)",1
"CDPH-10002333 (Abstrax Labs, Inc.)","CDPH-10003525 (Med For America, Inc.)",4
CDPH-10002438 (Premium Extracts Incorporated),"CDPH-10003556 (WTO Essentials, Inc)",7
"CDPH-10002468 (Royal Key, LLC)","CDPH-10003556 (WTO Essentials, Inc)",8
"CDPH-10002484 (Emerald Triangle Management Group, Inc.)","CDPH-10003525 (Med For America, Inc.)",4
"CDPH-10002484 (Emerald Triangle Management Group, Inc.)","CDPH-10003556 (WTO Essentials, Inc)",3
"CDPH-10002557 (Brand New Concepts, LLC)",CCL18-0003249 (Ladybug Farms LLC),1
"CDPH-10002590 (LA Wonderland Caregivers, Inc.)",CDPH-10003462 (Baldwin Park TALE Corporation),1
"CDPH-10002726 (Mary J's Kitchen, Inc)",C9-0000320-LIC (IN DA CUT LLC),1
"CDPH-10002848 (Seven Zero Seven, LLC)","CDPH-10002731 (Korben Labs, LLC)",10
CDPH-10002992 (ArcataX),"CDPH-10002731 (Korben Labs, LLC)",16
CDPH-10003066 (Essence of Humboldt LLC),"CDPH-10002016 (Greenleaf Processors, Inc.)",4
CDPH-10003121 (Future2 Labs Health Services),"CDPH-10002731 (Korben Labs, LLC)",1
CDPH-10003170 (Sublime Machining),C11-0000156-LIC (HTC SOLUTIONS INC.),2
"CDPH-10003204 (Herbal Remedies Caregivers, Inc.)","CDPH-10002016 (Greenleaf Processors, Inc.)",1
"CDPH-10003250 (NT Ventures, Inc)","CDPH-10002016 (Greenleaf Processors, Inc.)",1
"CDPH-10003250 (NT Ventures, Inc)","CDPH-10003556 (WTO Essentials, Inc)",17
"CDPH-10003270 (Artisan Canna Cigars, LLC)","CDPH-10003556 (WTO Essentials, Inc)",1
CDPH-10003328 (Circle of Hope Alliance),CDPH-10003462 (Baldwin Park TALE Corporation),1
CDPH-10003335 (Accentian Inc.),CDPH-10003462 (Baldwin Park TALE Corporation),1
CDPH-10003335 (Accentian Inc.),"CDPH-10003525 (Med For America, Inc.)",8
CDPH-10003335 (Accentian Inc.),"CDPH-10003556 (WTO Essentials, Inc)",3
CDPH-10003338 (Sisu Extraction LLC),"CDPH-10002731 (Korben Labs, LLC)",7
"CDPH-10003341 (Eagle Bay Enterprises, Inc)",CDPH-10004633 (Commerce on Demand LLC),1
CDPH-10003443 (MAR SR LLC),"CDPH-10003556 (WTO Essentials, Inc)",1
"CDPH-10003446 (Magnolia Extracts, LLC)",CDPH-10003462 (Baldwin Park TALE Corporation),6
"CDPH-10003525 (Med For America, Inc.)",C11-0000314-LIC (Med For America Inc.),41
"CDPH-10003556 (WTO Essentials, Inc)","CDPH-10003525 (Med For America, Inc.)",5
CDPH-10003582 (Rexford Management LLC),CDPH-10003462 (Baldwin Park TALE Corporation),1
CDPH-10003907 (Kinder Understanding Sensitive Healing Collective),"CDPH-10003525 (Med For America, Inc.)",3
"CDPH-10004010 (Wookbros, LLC)","CDPH-10003556 (WTO Essentials, Inc)",2
"CDPH-10004061 (Event Horizon Technologies, Inc.)","CDPH-10002731 (Korben Labs, LLC)",3
CDPH-10004220 (SC Bloom Network Inc),C11-0000314-LIC (Med For America Inc.),1
CDPH-10004220 (SC Bloom Network Inc),"CDPH-10003525 (Med For America, Inc.)",17
"CDPH-10004360 (People's Refinery-Hero Oak, LLC)","CDPH-10003556 (WTO Essentials, Inc)",1
CDPH-10004364 (DELC LLC),"CDPH-10003556 (WTO Essentials, Inc)",2
"CDPH-10004462 (DBO Investments Desert, LLC)","CDPH-10002731 (Korben Labs, LLC)",1
